,gbest_obj,gbest_vio,gbest_sum
0,0.06689987566784461,0.0,0.06689987566784461
1,0.06689987566784461,0.0,0.06689987566784461
2,0.06689987566784461,0.0,0.06689987566784461
3,0.0614458249819134,0.0,0.0614458249819134
4,0.0614458249819134,0.0,0.0614458249819134
5,0.04575697851151723,0.0,0.04575697851151723
6,0.045196119328217946,0.0,0.045196119328217946
7,0.04450187531626643,0.0,0.04450187531626643
8,0.04334989938442941,0.0,0.04334989938442941
9,0.04125317932490137,0.0,0.04125317932490137
10,0.04125317932490137,0.0,0.04125317932490137
11,0.03614444647022712,0.0,0.03614444647022712
12,0.03614444647022712,0.0,0.03614444647022712
13,0.03614444647022712,0.0,0.03614444647022712
14,0.03614444647022712,0.0,0.03614444647022712
15,0.03614444647022712,0.0,0.03614444647022712
16,0.03579196218421759,0.0,0.03579196218421759
17,0.03579196218421759,0.0,0.03579196218421759
18,0.03579196218421759,0.0,0.03579196218421759
19,0.03579196218421759,0.0,0.03579196218421759
20,0.03515316556989687,0.0,0.03515316556989687
21,0.03515316556989687,0.0,0.03515316556989687
22,0.03515316556989687,0.0,0.03515316556989687
23,0.03515316556989687,0.0,0.03515316556989687
24,0.03515316556989687,0.0,0.03515316556989687
25,0.03515316556989687,0.0,0.03515316556989687
26,0.03515316556989687,0.0,0.03515316556989687
27,0.03515316556989687,0.0,0.03515316556989687
28,0.03515316556989687,0.0,0.03515316556989687
29,0.03515316556989687,0.0,0.03515316556989687
30,0.03515316556989687,0.0,0.03515316556989687
31,0.034828507208877646,0.0,0.034828507208877646
32,0.034828507208877646,0.0,0.034828507208877646
33,0.034828507208877646,0.0,0.034828507208877646
34,0.034828507208877646,0.0,0.034828507208877646
35,0.034828507208877646,0.0,0.034828507208877646
36,0.034828507208877646,0.0,0.034828507208877646
37,0.034828507208877646,0.0,0.034828507208877646
38,0.034828507208877646,0.0,0.034828507208877646
39,0.034828507208877646,0.0,0.034828507208877646
40,0.034828507208877646,0.0,0.034828507208877646
41,0.034828507208877646,0.0,0.034828507208877646
42,0.03481697261863872,0.0,0.03481697261863872
43,0.03481697261863872,0.0,0.03481697261863872
44,0.034769558328353094,0.0,0.034769558328353094
45,0.034769558328353094,0.0,0.034769558328353094
46,0.034769558328353094,0.0,0.034769558328353094
47,0.03473828510591721,0.0,0.03473828510591721
48,0.03473828510591721,0.0,0.03473828510591721
49,0.03468666595735598,0.0,0.03468666595735598
50,0.03466537258549858,0.0,0.03466537258549858
51,0.03463270385289703,0.0,0.03463270385289703
52,0.034628887980908865,0.0,0.034628887980908865
53,0.034628887980908865,0.0,0.034628887980908865
54,0.0346107113893312,0.0,0.0346107113893312
55,0.03460318095519877,0.0,0.03460318095519877
56,0.034587222773453996,0.0,0.034587222773453996
57,0.03458590685203754,0.0,0.03458590685203754
58,0.03458590685203754,0.0,0.03458590685203754
59,0.03456264434511401,0.0,0.03456264434511401
60,0.034559427500335624,0.0,0.034559427500335624
61,0.034559427500335624,0.0,0.034559427500335624
62,0.034559427500335624,0.0,0.034559427500335624
63,0.034549953515131876,0.0,0.034549953515131876
64,0.034549953515131876,0.0,0.034549953515131876
65,0.034531908869278226,0.0,0.034531908869278226
66,0.034531908869278226,0.0,0.034531908869278226
67,0.034531908869278226,0.0,0.034531908869278226
68,0.034528220220059615,0.0,0.034528220220059615
69,0.034528220220059615,0.0,0.034528220220059615
70,0.034528220220059615,0.0,0.034528220220059615
71,0.034528220220059615,0.0,0.034528220220059615
72,0.03452642711414218,0.0,0.03452642711414218
73,0.03452642711414218,0.0,0.03452642711414218
74,0.03452642711414218,0.0,0.03452642711414218
75,0.03452642711414218,0.0,0.03452642711414218
76,0.03452642711414218,0.0,0.03452642711414218
77,0.03452642711414218,0.0,0.03452642711414218
78,0.03452641569109986,0.0,0.03452641569109986
79,0.03452641569109986,0.0,0.03452641569109986
80,0.03452641569109986,0.0,0.03452641569109986
81,0.03452641569109986,0.0,0.03452641569109986
82,0.03452641569109986,0.0,0.03452641569109986
83,0.03452641569109986,0.0,0.03452641569109986
84,0.03452641569109986,0.0,0.03452641569109986
85,0.03452641569109986,0.0,0.03452641569109986
86,0.03452641569109986,0.0,0.03452641569109986
87,0.03452641569109986,0.0,0.03452641569109986
88,0.034526325905118026,0.0,0.034526325905118026
89,0.034526251627407446,0.0,0.034526251627407446
90,0.034526251627407446,0.0,0.034526251627407446
91,0.034526251627407446,0.0,0.034526251627407446
92,0.034526251627407446,0.0,0.034526251627407446
93,0.03452624446855626,0.0,0.03452624446855626
94,0.034526206523688506,0.0,0.034526206523688506
95,0.034526206523688506,0.0,0.034526206523688506
96,0.034526206523688506,0.0,0.034526206523688506
97,0.034526206523688506,0.0,0.034526206523688506
98,0.034526206523688506,0.0,0.034526206523688506
99,0.034526206523688506,0.0,0.034526206523688506
100,0.034526206523688506,0.0,0.034526206523688506
101,0.034526206523688506,0.0,0.034526206523688506
102,0.034526206523688506,0.0,0.034526206523688506
103,0.03452620461840689,0.0,0.03452620461840689
104,0.03452620461840689,0.0,0.03452620461840689
105,0.03452619933094191,0.0,0.03452619933094191
106,0.03452619718340701,0.0,0.03452619718340701
107,0.03452619718340701,0.0,0.03452619718340701
108,0.034526193777776215,0.0,0.034526193777776215
109,0.034526193777776215,0.0,0.034526193777776215
110,0.034526193777776215,0.0,0.034526193777776215
111,0.034526193777776215,0.0,0.034526193777776215
112,0.03452618985818594,0.0,0.03452618985818594
113,0.03452618985818594,0.0,0.03452618985818594
114,0.03452618931677608,0.0,0.03452618931677608
115,0.03452618598082228,0.0,0.03452618598082228
116,0.03452618598082228,0.0,0.03452618598082228
117,0.03452618598082228,0.0,0.03452618598082228
118,0.03452618344486597,0.0,0.03452618344486597
119,0.03452618344486597,0.0,0.03452618344486597
120,0.034526180773988,0.0,0.034526180773988
121,0.03452618065642313,0.0,0.03452618065642313
122,0.034526179361543195,0.0,0.034526179361543195
123,0.034526177670008686,0.0,0.034526177670008686
124,0.034526177670008686,0.0,0.034526177670008686
125,0.0345261776004224,0.0,0.0345261776004224
126,0.03452617710369958,0.0,0.03452617710369958
127,0.03452617710369958,0.0,0.03452617710369958
128,0.03452617615071408,0.0,0.03452617615071408
129,0.03452617615071408,0.0,0.03452617615071408
130,0.03452617544663343,0.0,0.03452617544663343
131,0.03452617544663343,0.0,0.03452617544663343
132,0.03452617535253023,0.0,0.03452617535253023
133,0.034526174561437556,0.0,0.034526174561437556
134,0.03452617404478617,0.0,0.03452617404478617
135,0.03452617297762468,0.0,0.03452617297762468
136,0.034526172217848934,0.0,0.034526172217848934
137,0.03452617179264341,0.0,0.03452617179264341
138,0.0345261714597514,0.0,0.0345261714597514
139,0.034526170707078516,0.0,0.034526170707078516
140,0.03452617051622771,0.0,0.03452617051622771
141,0.03452617016763191,0.0,0.03452617016763191
142,0.03452617013523168,0.0,0.03452617013523168
143,0.03452616987144097,0.0,0.03452616987144097
144,0.03452616946868633,0.0,0.03452616946868633
145,0.03452616946868633,0.0,0.03452616946868633
146,0.034526169449217596,0.0,0.034526169449217596
147,0.03452616923444006,0.0,0.03452616923444006
148,0.03452616905926801,0.0,0.03452616905926801
149,0.03452616880813792,0.0,0.03452616880813792
